reference,year,month,day,avgTemperature,avgHumidity,avgCo2
U682851,2023,1,30,18.61,58.05,642.06
U682851,2023,1,31,,54.08,605.55
U682851,2023,2,1,18.76,62.66,745.37
U682851,2023,2,2,18.11,,
U682851,2023,2,3,18.19,59.52,
U682851,2023,2,4,17.59,63.49,587.65
U682851,2023,2,5,17.19,56.18,
U682851,2023,2,6,17.94,60.79,
U682851,2023,2,7,18.2,59.88,
U682851,2023,2,8,18.62,59.86,
U682851,2023,2,9,17.98,60.89,491.59
U682851,2023,2,10,17.4,61.41,735.82
U682851,2023,2,11,18.45,61.99,681.81
U682851,2023,2,12,17.79,57.52,537.5
U682851,2023,2,13,18.67,55.97,
U682851,2023,2,14,18.43,59.54,686.89
U682851,2023,2,15,17.8,57.28,616.45
U682851,2023,2,16,17.34,61.84,641.4
U682851,2023,2,17,18.01,,579.77
U682851,2023,2,18,18.63,58.7,608.4
U682851,2023,2,19,18.19,,548.2
U682851,2023,2,20,18.48,59.9,
U682851,2023,2,21,18.16,58.33,616.57
U682851,2023,2,22,18.5,61.07,696.55
U682851,2023,2,23,18.67,59.48,
U682851,2023,2,24,,63.72,645.21
U682851,2023,2,25,17.77,59.73,
U682851,2023,2,26,18.78,54.98,654.74
U682851,2023,2,27,17.36,64.88,605.8
U682851,2023,2,28,17.79,66.96,691.18
U682851,2023,3,1,20.14,61.45,568.79
U682851,2023,3,2,18.98,58.6,644.74
U682851,2023,3,3,19.2,62.3,574.53
U682851,2023,3,4,18.41,64.42,629.53
U682851,2023,3,5,18.72,60.08,660.54
U682851,2023,3,6,18.2,59.42,
U682851,2023,3,7,19.07,61.12,647.96
U682851,2023,3,8,19.45,60.08,701.49
U682851,2023,3,9,,66.5,
U682851,2023,3,10,18.93,60.12,
U682851,2023,3,11,18.17,58.43,675.25
U682851,2023,3,12,18.59,63.01,
U682851,2023,3,13,18.45,59.8,
U682851,2023,3,14,19.09,54.39,
U682851,2023,3,15,17.72,59.41,557.27
U682851,2023,3,16,19.88,61.05,631.37
U682851,2023,3,17,18.8,58.71,684.35
U682851,2023,3,18,19.72,62.74,565.9
U682851,2023,3,19,18.16,59.96,
U682851,2023,3,20,19.52,60.23,
U682851,2023,3,21,19.49,56.5,559.65
U682851,2023,3,22,18.87,66.58,572.18
U682851,2023,3,23,18.79,66.48,695.55
U682851,2023,3,24,18.51,60.88,
U682851,2023,3,25,18.93,61.09,671.85
U682851,2023,3,26,20.03,62.29,666.92
U682851,2023,3,27,18.05,58.71,
U682851,2023,3,28,18.88,56.87,
U682851,2023,3,29,19.3,56.09,675.13
U682851,2023,3,30,19.95,54.7,659.18
U682851,2023,3,31,18.89,65.53,591.8
U76090905,2023,1,1,15.86,60.81,
U76090905,2023,1,2,17.57,67.64,578.83
U76090905,2023,1,3,16.8,56.55,
U76090905,2023,1,4,17.01,60.77,
U76090905,2023,1,5,16.86,62.99,
U76090905,2023,1,6,17.03,59.39,
U76090905,2023,1,7,16.28,58.95,499.35
U76090905,2023,1,8,18.31,57.8,
U76090905,2023,1,9,16.91,66.54,
U76090905,2023,1,10,,56.3,
U76090905,2023,1,11,17.26,61.95,
U76090905,2023,1,12,15.81,64.24,
U76090905,2023,1,13,17.6,63.46,
U76090905,2023,1,14,16.98,65.41,
U76090905,2023,1,15,17.42,68.02,
U76090905,2023,1,16,17.66,62.63,
U76090905,2023,1,17,17.47,69.09,
U76090905,2023,1,18,16.53,62.24,
U76090905,2023,1,19,16.61,59.07,
U76090905,2023,1,20,16.56,60.79,
U76090905,2023,1,21,16.06,61.23,433.69
U76090905,2023,1,22,16.36,64.77,
U76090905,2023,1,23,16.46,59.07,
U76090905,2023,1,24,16.78,56.7,
U76090905,2023,1,25,17.8,,
U76090905,2023,1,26,17.05,64.0,
U76090905,2023,1,27,17.76,60.24,
U76090905,2023,1,28,16.93,60.2,
U76090905,2023,1,29,17.09,59.94,
U76090905,2023,1,30,16.92,60.03,
U76090905,2023,1,31,17.06,60.77,
U76090905,2023,2,1,17.57,65.9,
U76090905,2023,2,2,16.76,64.11,
U76090905,2023,2,3,16.94,63.64,
U76090905,2023,2,4,16.77,67.2,
U76090905,2023,2,5,17.91,64.7,
U76090905,2023,2,6,17.51,,
U76090905,2023,2,7,19.19,64.24,709.93
U76090905,2023,2,8,17.49,59.47,
U76090905,2023,2,9,16.31,59.64,
U76090905,2023,2,10,18.02,70.39,
U76090905,2023,2,11,17.94,57.76,
U76090905,2023,2,12,16.57,59.87,
U76090905,2023,2,13,17.71,59.86,
U76090905,2023,2,14,16.7,59.79,
U76090905,2023,2,15,16.82,64.12,
U76090905,2023,2,16,17.39,59.58,
U76090905,2023,2,17,16.08,60.74,
U76090905,2023,2,18,17.47,62.17,
U76090905,2023,2,19,16.52,59.53,554.94
U76090905,2023,2,20,16.35,62.13,667.75
U76090905,2023,2,21,17.43,61.92,
U76090905,2023,2,22,17.14,57.15,
U76090905,2023,2,23,17.57,,
U76090905,2023,2,24,17.06,63.65,704.21
U76090905,2023,2,25,16.65,58.93,
U76090905,2023,2,26,17.45,60.07,
U76090905,2023,2,27,17.58,64.86,
U76090905,2023,2,28,17.28,57.87,
U76090905,2023,3,1,17.66,62.16,766.73
U76090905,2023,3,2,18.49,58.5,
U76090905,2023,3,3,17.22,61.03,
U76090905,2023,3,4,17.5,58.9,
U76090905,2023,3,5,17.53,60.1,
U76090905,2023,3,6,17.73,64.48,565.42
U76090905,2023,3,7,17.22,62.93,
U76090905,2023,3,8,,57.6,
U76090905,2023,3,9,18.43,64.41,
U76090905,2023,3,10,17.19,59.4,
U76090905,2023,3,11,17.47,60.99,
U76090905,2023,3,12,18.36,67.01,598.39
U76090905,2023,3,13,18.3,67.36,554.93
U76090905,2023,3,14,17.86,62.1,
U76090905,2023,3,15,17.92,65.68,
U76090905,2023,3,16,18.05,63.65,
U76090905,2023,3,17,18.2,54.16,
U76090905,2023,3,18,17.41,59.89,
U76090905,2023,3,19,17.71,,
U76090905,2023,3,20,17.69,59.3,
U76090905,2023,3,21,16.88,66.66,
U76090905,2023,3,22,17.76,65.43,
U76090905,2023,3,23,17.6,61.4,573.19
U76090905,2023,3,24,18.13,62.26,
U76090905,2023,3,25,17.5,59.22,
U76090905,2023,3,26,16.61,67.57,
U76090905,2023,3,27,17.51,,
U76090905,2023,3,28,17.15,61.79,736.72
U76090905,2023,3,29,17.76,63.96,557.53
U76090905,2023,3,30,16.93,60.81,
U76090905,2023,3,31,18.33,60.3,673.85
U2414203,2023,1,1,16.75,61.36,
U2414203,2023,1,2,18.8,62.86,
U2414203,2023,1,3,18.29,61.3,547.69
U2414203,2023,1,4,19.26,64.81,644.42
U2414203,2023,1,5,18.36,63.79,593.67
U2414203,2023,1,6,19.35,62.13,
U2414203,2023,1,7,18.74,63.46,603.7
U2414203,2023,1,8,17.91,57.3,656.61
U2414203,2023,1,9,17.63,56.2,536.32
U2414203,2023,1,10,17.87,59.41,707.34
U2414203,2023,1,11,18.65,63.87,
U2414203,2023,1,12,19.03,63.4,652.79
U2414203,2023,1,13,18.61,63.34,606.96
U2414203,2023,1,14,18.04,62.47,
U2414203,2023,1,15,18.41,57.2,694.12
U2414203,2023,1,16,18.81,68.57,
U2414203,2023,1,17,19.03,63.38,654.82
U2414203,2023,1,18,18.7,62.69,590.91
U2414203,2023,1,19,18.56,57.82,735.34
U2414203,2023,1,20,19.03,59.94,
U2414203,2023,1,21,18.97,57.36,
U2414203,2023,1,22,18.41,56.85,612.75
U2414203,2023,1,23,17.5,61.52,678.64
U2414203,2023,1,24,18.56,61.61,
U2414203,2023,1,25,18.6,57.83,
U2414203,2023,1,26,18.94,,
U2414203,2023,1,27,18.5,55.67,700.92
U2414203,2023,1,28,18.58,60.65,
U2414203,2023,1,29,18.46,57.88,666.51
U2414203,2023,1,30,18.94,61.73,715.71
U2414203,2023,1,31,17.63,60.61,485.63
U2414203,2023,2,1,19.91,61.33,761.26
U2414203,2023,2,2,18.57,60.64,
U2414203,2023,2,3,18.57,62.56,
U2414203,2023,2,4,17.89,65.19,
U2414203,2023,2,5,18.22,64.4,703.85
U2414203,2023,2,6,19.59,54.66,551.41
U2414203,2023,2,7,18.99,57.2,656.7
U2414203,2023,2,8,18.43,62.72,
U2414203,2023,2,9,19.47,60.1,614.21
U2414203,2023,2,10,18.71,54.27,605.08
U2414203,2023,2,11,17.44,57.47,
U2414203,2023,2,12,19.21,54.65,679.33
U2414203,2023,2,13,19.02,59.81,650.26
U2414203,2023,2,14,19.21,60.05,
U2414203,2023,2,15,19.26,59.69,669.24
U2414203,2023,2,16,19.02,59.13,627.32
U2414203,2023,2,17,17.53,59.41,
U2414203,2023,2,18,18.08,59.43,
U2414203,2023,2,19,17.66,60.49,668.94
U2414203,2023,2,20,18.8,60.0,730.25
U2414203,2023,2,21,18.39,58.93,791.92
U2414203,2023,2,22,18.31,60.45,654.79
U2414203,2023,2,23,17.82,60.36,
U2414203,2023,2,24,18.64,58.17,
U2414203,2023,2,25,17.28,59.3,668.41
U2414203,2023,2,26,19.0,62.89,701.63
U2414203,2023,2,27,17.81,58.51,703.54
U2414203,2023,2,28,19.18,63.59,598.46
U2414203,2023,3,1,19.34,62.77,624.19
U2414203,2023,3,2,19.69,,656.0
U2414203,2023,3,3,18.74,58.48,
U2414203,2023,3,4,18.26,54.14,601.07
U2414203,2023,3,5,20.1,59.72,
U2414203,2023,3,6,19.3,58.37,
U2414203,2023,3,7,18.54,59.42,681.83
U2414203,2023,3,8,18.93,62.21,
U2414203,2023,3,9,19.23,54.53,
U2414203,2023,3,10,19.65,60.37,602.56
U2414203,2023,3,11,18.95,63.02,617.0
U2414203,2023,3,12,18.56,61.3,610.24
U2414203,2023,3,13,19.57,60.59,767.63
U2414203,2023,3,14,19.57,60.74,
U2414203,2023,3,15,18.45,55.89,
U2414203,2023,3,16,18.8,61.26,
U2414203,2023,3,17,18.77,63.71,
U2414203,2023,3,18,19.0,61.59,761.76
U2414203,2023,3,19,19.14,58.05,608.39
U2414203,2023,3,20,19.07,60.72,710.62
U2414203,2023,3,21,19.91,59.58,684.25
U2414203,2023,3,22,19.1,60.66,727.12
U2414203,2023,3,23,19.99,61.65,605.07
U2414203,2023,3,24,19.33,63.71,602.58
U2414203,2023,3,25,19.21,59.67,497.49
U2414203,2023,3,26,20.03,57.74,
U2414203,2023,3,27,19.55,61.14,
U2414203,2023,3,28,18.89,59.28,
U2414203,2023,3,29,19.23,58.26,559.13
U2414203,2023,3,30,18.29,62.14,
U2414203,2023,3,31,19.42,56.41,711.73
60 belcroft rise,2023,1,1,19.31,64.39,705.91
60 belcroft rise,2023,1,2,18.98,,653.97
60 belcroft rise,2023,1,3,19.16,61.38,684.54
60 belcroft rise,2023,1,4,18.03,61.75,609.37
60 belcroft rise,2023,1,5,18.8,60.7,
60 belcroft rise,2023,1,6,18.04,60.81,639.4
60 belcroft rise,2023,1,7,18.26,57.08,
60 belcroft rise,2023,1,8,18.23,63.25,685.96
60 belcroft rise,2023,1,9,18.44,59.9,704.17
60 belcroft rise,2023,1,10,18.79,57.98,712.46
60 belcroft rise,2023,1,11,18.47,60.76,654.01
60 belcroft rise,2023,1,12,18.26,62.09,619.91
60 belcroft rise,2023,1,13,18.16,62.28,619.9
60 belcroft rise,2023,1,14,18.04,61.04,
60 belcroft rise,2023,1,15,19.54,60.19,
60 belcroft rise,2023,1,16,18.33,58.46,659.5
60 belcroft rise,2023,1,17,18.2,59.93,608.01
60 belcroft rise,2023,1,18,18.16,64.23,622.48
60 belcroft rise,2023,1,19,18.46,61.58,723.14
60 belcroft rise,2023,1,20,18.24,60.91,754.22
60 belcroft rise,2023,1,21,18.87,53.49,
60 belcroft rise,2023,1,22,19.29,61.56,
60 belcroft rise,2023,1,23,18.97,61.81,570.84
60 belcroft rise,2023,1,24,18.81,,
60 belcroft rise,2023,1,25,18.75,58.82,
60 belcroft rise,2023,1,26,19.2,59.02,574.09
60 belcroft rise,2023,1,27,18.45,59.71,525.8
60 belcroft rise,2023,1,28,17.42,62.09,
60 belcroft rise,2023,1,29,18.64,66.84,718.67
60 belcroft rise,2023,1,30,18.4,56.22,656.08
60 belcroft rise,2023,1,31,20.04,63.74,655.03
60 belcroft rise,2023,2,1,19.15,60.47,
60 belcroft rise,2023,2,2,18.77,59.51,600.78
60 belcroft rise,2023,2,3,18.53,59.0,657.37
60 belcroft rise,2023,2,4,18.35,55.27,615.1
60 belcroft rise,2023,2,5,19.81,59.98,586.73
60 belcroft rise,2023,2,6,19.35,65.39,591.24
60 belcroft rise,2023,2,7,19.22,63.44,693.91
60 belcroft rise,2023,2,8,19.39,67.12,668.78
60 belcroft rise,2023,2,9,18.31,61.89,618.25
60 belcroft rise,2023,2,10,18.56,60.96,606.13
60 belcroft rise,2023,2,11,17.89,58.45,
60 belcroft rise,2023,2,12,18.8,61.43,616.26
60 belcroft rise,2023,2,13,19.5,,606.72
60 belcroft rise,2023,2,14,18.14,59.35,
60 belcroft rise,2023,2,15,19.24,58.4,612.02
60 belcroft rise,2023,2,16,18.43,61.27,585.11
60 belcroft rise,2023,2,17,18.72,61.52,669.57
60 belcroft rise,2023,2,18,18.7,53.92,660.08
60 belcroft rise,2023,2,19,18.94,57.15,
60 belcroft rise,2023,2,20,19.25,56.53,623.57
60 belcroft rise,2023,2,21,19.78,56.12,
60 belcroft rise,2023,2,22,18.48,54.01,629.0
60 belcroft rise,2023,2,23,18.57,59.95,
60 belcroft rise,2023,2,24,18.41,,586.92
60 belcroft rise,2023,2,25,18.88,64.46,618.78
60 belcroft rise,2023,2,26,19.36,58.31,
60 belcroft rise,2023,2,27,19.39,57.58,
60 belcroft rise,2023,2,28,18.69,59.3,
60 belcroft rise,2023,3,1,19.48,59.62,746.67
60 belcroft rise,2023,3,2,19.69,,740.28
60 belcroft rise,2023,3,3,19.62,60.67,631.21
60 belcroft rise,2023,3,4,20.57,62.83,638.84
60 belcroft rise,2023,3,5,18.19,58.76,644.07
60 belcroft rise,2023,3,6,18.96,,637.86
60 belcroft rise,2023,3,7,19.37,57.82,739.76
60 belcroft rise,2023,3,8,18.53,54.77,698.13
60 belcroft rise,2023,3,9,19.72,59.62,
60 belcroft rise,2023,3,10,19.68,63.43,
60 belcroft rise,2023,3,11,20.14,58.73,
60 belcroft rise,2023,3,12,20.12,59.27,643.44
60 belcroft rise,2023,3,13,19.34,51.45,635.65
60 belcroft rise,2023,3,14,20.14,57.68,
60 belcroft rise,2023,3,15,18.84,56.44,
60 belcroft rise,2023,3,16,19.32,63.15,610.2
60 belcroft rise,2023,3,17,18.75,59.89,687.19
60 belcroft rise,2023,3,18,20.11,61.11,
60 belcroft rise,2023,3,19,19.14,61.05,
60 belcroft rise,2023,3,20,19.66,,550.4
60 belcroft rise,2023,3,21,19.05,56.75,
60 belcroft rise,2023,3,22,19.92,62.17,
60 belcroft rise,2023,3,23,19.48,55.24,
60 belcroft rise,2023,3,24,18.55,56.45,629.16
60 belcroft rise,2023,3,25,18.84,57.03,508.46
60 belcroft rise,2023,3,26,19.1,63.38,695.9
60 belcroft rise,2023,3,27,18.99,57.74,588.27
60 belcroft rise,2023,3,28,19.86,57.96,618.86
60 belcroft rise,2023,3,29,19.06,,688.19
60 belcroft rise,2023,3,30,19.48,56.19,610.72
60 belcroft rise,2023,3,31,19.37,59.92,
135 draywick place,2023,1,1,18.11,58.81,
135 draywick place,2023,1,2,17.42,65.0,732.25
135 draywick place,2023,1,3,17.47,60.65,736.21
135 draywick place,2023,1,4,17.91,62.15,574.28
135 draywick place,2023,1,5,18.06,60.28,
135 draywick place,2023,1,6,18.12,62.22,640.2
135 draywick place,2023,1,7,18.74,,687.06
135 draywick place,2023,1,8,17.89,57.5,
135 draywick place,2023,1,9,18.08,58.58,653.28
135 draywick place,2023,1,10,18.83,56.07,
135 draywick place,2023,1,11,18.42,61.17,648.52
135 draywick place,2023,1,12,,61.98,654.05
135 draywick place,2023,1,13,17.36,,641.28
135 draywick place,2023,1,14,18.23,59.0,
135 draywick place,2023,1,15,19.08,68.28,
135 draywick place,2023,1,16,18.23,63.22,
135 draywick place,2023,1,17,19.14,62.44,699.84
135 draywick place,2023,1,18,18.25,63.67,673.82
135 draywick place,2023,1,19,18.37,59.95,
135 draywick place,2023,1,20,18.63,57.52,653.71
135 draywick place,2023,1,21,18.73,65.99,610.59
135 draywick place,2023,1,22,18.66,61.62,712.65
135 draywick place,2023,1,23,18.34,59.84,
135 draywick place,2023,1,24,18.59,62.9,686.1
135 draywick place,2023,1,25,19.29,57.25,620.03
135 draywick place,2023,1,26,18.73,62.52,540.11
135 draywick place,2023,1,27,18.33,65.42,
135 draywick place,2023,1,28,18.19,,575.23
135 draywick place,2023,1,29,18.63,61.28,653.88
135 draywick place,2023,1,30,18.22,61.15,
135 draywick place,2023,1,31,18.46,62.17,584.85
135 draywick place,2023,2,1,18.39,56.82,
135 draywick place,2023,2,2,17.6,63.42,647.62
135 draywick place,2023,2,3,18.16,58.25,
135 draywick place,2023,2,4,18.87,64.05,
135 draywick place,2023,2,5,17.65,61.6,676.34
135 draywick place,2023,2,6,17.83,59.4,690.16
135 draywick place,2023,2,7,18.37,64.41,738.32
135 draywick place,2023,2,8,18.39,68.46,685.44
135 draywick place,2023,2,9,17.75,63.56,627.26
135 draywick place,2023,2,10,,61.38,571.44
135 draywick place,2023,2,11,18.63,59.6,
135 draywick place,2023,2,12,18.42,65.0,652.7
135 draywick place,2023,2,13,19.44,62.63,577.14
135 draywick place,2023,2,14,18.13,60.06,
135 draywick place,2023,2,15,17.39,58.87,754.01
135 draywick place,2023,2,16,18.4,60.74,583.14
135 draywick place,2023,2,17,18.88,60.98,628.12
135 draywick place,2023,2,18,17.75,67.4,
135 draywick place,2023,2,19,18.77,63.59,585.0
135 draywick place,2023,2,20,18.86,62.46,616.31
135 draywick place,2023,2,21,18.47,63.15,663.33
135 draywick place,2023,2,22,18.45,61.78,528.96
135 draywick place,2023,2,23,17.59,61.41,683.8
135 draywick place,2023,2,24,19.21,62.22,662.26
135 draywick place,2023,2,25,18.08,60.32,508.06
135 draywick place,2023,2,26,17.96,58.74,703.65
135 draywick place,2023,2,27,17.68,57.1,631.69
135 draywick place,2023,2,28,17.64,54.86,
135 draywick place,2023,3,1,17.78,64.21,561.49
135 draywick place,2023,3,2,18.37,57.75,620.13
135 draywick place,2023,3,3,18.92,58.62,659.01
135 draywick place,2023,3,4,18.42,64.52,666.63
135 draywick place,2023,3,5,19.09,61.75,682.09
135 draywick place,2023,3,6,18.01,58.9,
135 draywick place,2023,3,7,19.04,65.64,
135 draywick place,2023,3,8,19.3,61.34,659.4
135 draywick place,2023,3,9,19.18,61.95,645.72
135 draywick place,2023,3,10,18.44,57.61,548.09
135 draywick place,2023,3,11,18.73,65.37,
135 draywick place,2023,3,12,18.82,62.48,
135 draywick place,2023,3,13,19.54,57.38,739.12
135 draywick place,2023,3,14,19.49,62.33,539.45
135 draywick place,2023,3,15,19.3,60.94,674.02
135 draywick place,2023,3,16,19.37,55.37,
135 draywick place,2023,3,17,18.75,59.18,692.24
135 draywick place,2023,3,18,19.15,62.74,719.5
135 draywick place,2023,3,19,19.06,62.53,707.81
135 draywick place,2023,3,20,18.61,61.03,590.7
135 draywick place,2023,3,21,18.57,64.44,558.98
135 draywick place,2023,3,22,17.92,62.0,747.35
135 draywick place,2023,3,23,18.51,64.78,612.2
135 draywick place,2023,3,24,19.57,59.36,702.21
135 draywick place,2023,3,25,19.54,54.37,659.96
135 draywick place,2023,3,26,19.5,,601.64
135 draywick place,2023,3,27,19.2,63.08,692.58
135 draywick place,2023,3,28,18.43,60.64,604.34
135 draywick place,2023,3,29,18.02,60.81,
135 draywick place,2023,3,30,20.11,54.52,773.31
135 draywick place,2023,3,31,19.55,60.17,552.5
